timestamp,안네 조피 무터,마리안느 페이스풀,일리야 페트코비치,파벨 포그레브냐크,패트릭 유잉,이드리스 엘바,브렛 딘,마뉘 디방고,USS 시어도어 루스벨트 (CVN-71),필립 나혼,가나자키 무,킴 토라,우레이,카니카 카푸르,자니네 아녜스,캘럼 허드슨오도이,티모 휘버스,틀:코로나19 범유행,핀란드의 코로나19 범유행,코로나19 범유행에 관한 대피,샤오쥔,이란의 코로나19 범유행,아시아의 코로나19 범유행,남아메리카의 코로나19 범유행,바레인의 코로나19 범유행,아일랜드의 코로나19 범유행,바티칸 시국의 코로나19 범유행,레바논의 코로나19 범유행,에콰도르의 코로나19 범유행,루마니아의 코로나19 범유행,뉴질랜드의 코로나19 범유행,도미니카 공화국의 코로나19 범유행,온두라스의 코로나19 범유행,기니의 코로나19 범유행,코소보의 코로나19 범유행,케냐의 코로나19 범유행,르완다의 코로나19 범유행,안도라의 코로나19 범유행,탄자니아의 코로나19 범유행,몬테네그로의 코로나19 범유행,피지의 코로나19 범유행,잠비아의 코로나19 범유행,니카라과의 코로나19 범유행,앙골라의 코로나19 범유행,파푸아뉴기니의 코로나19 범유행,라오스의 코로나19 범유행,리비아의 코로나19 범유행,브렛 크로지어,소말릴란드의 코로나19 범유행,티베트 자치구의 코로나19 범유행,나라별 코로나19 범유행,노바크 조코비치,케빈 듀랜트,토니 샬호브,로라 벨 번디,캐머런 밴더버그,에런 트베이트,조나타스 데 제수스,소피 그레구아르 트뤼도,크리스 쿠오모,파테메 라흐바르,후안 오를란도 에르난데스,나시다 마사타카,호세 루이스 가야,요안 몽카다,토미 팸,코로나19 범유행에 대한 중국 대륙의 봉쇄 조치,대한민국의 코로나19 범유행,싱가포르의 코로나19 범유행,미국의 코로나19 범유행,캄보디아의 코로나19 범유행,아랍에미리트의 코로나19 범유행,이탈리아의 코로나19 범유행,스페인의 코로나19 범유행,유럽의 코로나19 범유행,스위스의 코로나19 범유행,오스트리아의 코로나19 범유행,인도네시아의 코로나19 범유행,이스라엘의 코로나19 범유행,북마케도니아의 코로나19 범유행,불가리아의 코로나19 범유행,2020년 주가 대폭락,누벨칼레도니의 코로나19 범유행,카자흐스탄의 코로나19 범유행,수단의 코로나19 범유행,에티오피아의 코로나19 범유행,부르키나파소의 코로나19 범유행,콩고 민주 공화국의 코로나19 범유행,동티모르의 코로나19 범유행,엘살바도르의 코로나19 범유행,버뮤다의 코로나19 범유행,오세아니아의 코로나19 범유행,남수단의 코로나19 범유행,레소토의 코로나19 범유행,코모로의 코로나19 범유행,아르헨티나 탱고,알베르 2세 (모나코),이치아르 이투뇨,빈트 서프,데이비드 브라이언,루이스 세풀베다,그리고르 디미트로프,후지나미 신타로,아흐메드 라디,파올로 말디니,앨런 다비오,로렌소 산스,우한 지하철,조 디피,아담 슐레진저,미셸 부제나,프레디 프리먼,뤼디 고베르,포레스트 콤튼,우리화,루이스 세사,알베르토 치리오,주바오위,오스트레일리아의 코로나19 범유행,네팔의 코로나19 범유행,타이완의 코로나19 범유행,벨기에의 코로나19 범유행,분류:코로나19 틀,체코의 코로나19 범유행,모로코의 코로나19 범유행,이집트의 코로나19 범유행,생마르탱의 코로나19 범유행,사우디아라비아의 코로나19 범유행,칠레의 코로나19 범유행,세르비아의 코로나19 범유행,분류:코로나19 범유행 관련 단체,폴란드의 코로나19 범유행,보스니아 헤르체고비나의 코로나19 범유행,벨라루스의 코로나19 범유행,룩셈부르크의 코로나19 범유행,코스타리카의 코로나19 범유행,검은 목요일,몰타의 코로나19 범유행,페루의 코로나19 범유행,가이아나의 코로나19 범유행,토고의 코로나19 범유행,수리남의 코로나19 범유행,나미비아의 코로나19 범유행,적도 기니의 코로나19 범유행,세네갈의 코로나19 범유행,베냉의 코로나19 범유행,시리아의 코로나19 범유행,키르기스스탄의 코로나19 범유행,아크로티리 데켈리아의 코로나19 범유행,코로나19 신약재창출 연구,마다가스카르의 코로나19 범유행,미얀마의 코로나19 범유행,코로나바이러스 경기후퇴,그레나다의 코로나19 범유행,영국령 버진아일랜드의 코로나19 범유행,시에라리온의 코로나19 범유행,부룬디의 코로나19 범유행,말라위의 코로나19 범유행,마에다 준,인도의 코로나19 범유행,리처드 크레이머,피에르 은쿠룬지자,카를 폰 합스부르크로트링겐,핑크 (가수),마르코 판텔리치,토마스 칼렌베르,베이비페이스,알빈 에크달,크리스토퍼 크로스,비토리오 그레고티,마크 블럼,줄리 베넷,이토 하야타,토미 유리치,페르난도 가비리아,드미트리 스트라호프,베트남의 코로나19 범유행,말레이시아의 코로나19 범유행,태국의 코로나19 범유행,프랑스의 코로나19 범유행,스웨덴의 코로나19 범유행,코로나19의 유람선 감염,조선민주주의인민공화국의 코로나19 범유행,네덜란드의 코로나19 범유행,노르웨이의 코로나19 범유행,헝가리의 코로나19 범유행,슬로바키아의 코로나19 범유행,조지아의 코로나19 범유행,검은 월요일,분류:북아메리카의 코로나19 범유행,트리니다드 토바고의 코로나19 범유행,코트디부아르의 코로나19 범유행,나이지리아의 코로나19 범유행,아제르바이잔의 코로나19 범유행,바하마의 코로나19 범유행,분류:코로나바이러스감염증-19,아프가니스탄의 코로나19 범유행,코로나19 백신,아이티의 코로나19 범유행,니제르의 코로나19 범유행,짐바브웨의 코로나19 범유행,세인트키츠 네비스의 코로나19 범유행,타지키스탄의 코로나19 범유행,신장 위구르 자치구의 코로나19 범유행,쇼부시 간지,코로나19 범유행,플라시도 도밍고,파울로 디발라,뤼쉬튀 레츠베르,에세키엘 가라이,리 코니츠,허먼 케인,앙드레 샤사뉴,D.L. 하이리,조지 알라기아,사우스 바이 사우스웨스트,시무라 켄,조지 스테퍼노펄러스,다시마 고조,미하일 미슈스틴,자이르 보우소나루,오카에 쿠미코,하디 호스로샤히,SARS-CoV-2,레이선산 의원,코로나19 범유행의 영향,분류:코로나19로 죽은 사람,이라크의 코로나19 범유행,코로나19 진단,산마리노의 코로나19 범유행,레위니옹의 코로나19 범유행,팔레스타인의 코로나19 범유행,쿠웨이트의 코로나19 범유행,터키의 코로나19 범유행,볼리비아의 코로나19 범유행,이차수,몰디브의 코로나19 범유행,가봉의 코로나19 범유행,세인트루시아의 코로나19 범유행,몽골의 코로나19 범유행,퀴라소의 코로나19 범유행,모리타니의 코로나19 범유행,에스와티니의 코로나19 범유행,북키프로스의 코로나19 범유행,카보베르데의 코로나19 범유행,모잠비크의 코로나19 범유행,올란드 제도의 코로나19 범유행,USS 시어도어 루스벨트의 코로나19 범유행,블레즈 마튀디,톰 행크스,베네치아 사육제,웨일스 공 찰스,마놀로 가비아디니,하비에르 솔라나,패트릭 브루엘,케니 달글리시,석현준,리타 윌슨,루차 보세,마루안 펠라이니,랜드 폴,인디라 바마,모바일 월드 콩그레스,마르크 메자르,윌 스미스 (투수),이탈로 데 잔,피터 더턴,산티아고 아바스칼,하겐 라인홀트,다니엘레 루가니,그레고리 폴랑코,야네스 호른,마진전대 키라메이저,우한화난수산물도매시장,일본의 코로나19 범유행,스리랑카의 코로나19 범유행,러시아의 코로나19 범유행,분류:대륙별 코로나19 범유행,분류:중국 대륙의 코로나19 범유행,덴마크의 코로나19 범유행,아프리카의 코로나19 범유행,북아메리카의 코로나19 범유행,아이슬란드의 코로나19 범유행,리투아니아의 코로나19 범유행,알바니아의 코로나19 범유행,오만의 코로나19 범유행,파라과이의 코로나19 범유행,요르단의 코로나19 범유행,쿠바의 코로나19 범유행,몰도바의 코로나19 범유행,아르메니아의 코로나19 범유행,파키스탄의 코로나19 범유행,베네수엘라의 코로나19 범유행,우루과이의 코로나19 범유행,과테말라의 코로나19 범유행,앤티가 바부다의 코로나19 범유행,아루바의 코로나19 범유행,부탄의 코로나19 범유행,분류:오세아니아의 코로나19 범유행,케이맨 제도의 코로나19 범유행,카타르의 코로나19 범유행,콩고 공화국의 코로나19 범유행,우즈베키스탄의 코로나19 범유행,라이베리아의 코로나19 범유행,북마리아나 제도의 코로나19 범유행,지부티의 코로나19 범유행,신트마르턴의 코로나19 범유행,에일린 바비 에라,코로나19 치료제 개발,말리의 코로나19 범유행,터크스 케이커스 제도의 코로나19 범유행,샤를 드 골의 코로나19 범유행,조지 플로이드,J. K. 롤링,알렉산더 람프스도르프,단 반 후센,러셀 웨스트브룩,존 호턴 콘웨이,마무드 지브릴,대니얼 대 김,바르토시 베레신스키,하비 와인스틴,엘리아킴 망갈라,미첼 랭가랙,페테르 마센 (축구인),앤디 코언,코로나바이러스 감염증,살바토레 파리나 (군인),마카레나 올로나 초클란,분류:코로나19 범유행,코로나19 범유행의 경과,훠선산 의원,중국 대륙의 코로나19 범유행,독일의 코로나19 범유행,필리핀의 코로나19 범유행,영국의 코로나19 범유행,코로나19 범유행에 관한 음모론과 허위 정보,라트비아의 코로나19 범유행,그리스의 코로나19 범유행,알제리의 코로나19 범유행,에스토니아의 코로나19 범유행,분류:아프리카의 코로나19 범유행,아르헨티나의 코로나19 범유행,크로아티아의 코로나19 범유행,리히텐슈타인의 코로나19 범유행,카메룬의 코로나19 범유행,슬로베니아의 코로나19 범유행,콜롬비아의 코로나19 범유행,키프로스의 코로나19 범유행,가나의 코로나19 범유행,세인트빈센트 그레나딘의 코로나19 범유행,세이셸의 코로나19 범유행,중앙아프리카 공화국의 코로나19 범유행,감비아의 코로나19 범유행,차드의 코로나19 범유행,우간다의 코로나19 범유행,에리트레아의 코로나19 범유행,기니비사우의 코로나19 범유행,앵귈라의 코로나19 범유행,보츠와나의 코로나19 범유행,안드레아 보첼리,아이슈와라 라이,올가 쿠릴렌코,보리스 존슨,미켈 아르테타,줄리아나 데 시오,앤서니 파우치,앨런 가필드,봉봉 마르코스,어롤디스 채프먼,스티브 댈코우스키,장뤽 레이제르,크리스토페르 히비우,모함마드 미르모함마디,파트리치아 바르비에리,샬럿 로렌스,캐나다의 코로나19 범유행,홍콩의 코로나19 범유행,리원량,분류:나라별 코로나19 범유행,마카오의 코로나19 범유행,브라질의 코로나19 범유행,멕시코의 코로나19 범유행,다이아몬드 프린세스의 코로나19 범유행,분류:일본의 코로나19 범유행,포르투갈의 코로나19 범유행,우크라이나의 코로나19 범유행,남아프리카 공화국의 코로나19 범유행,모나코의 코로나19 범유행,분류:남아메리카의 코로나19 범유행,튀니지의 코로나19 범유행,브루나이의 코로나19 범유행,파나마의 코로나19 범유행,방글라데시의 코로나19 범유행,푸에르토리코의 코로나19 범유행,지브롤터의 코로나19 범유행,소말리아의 코로나19 범유행,바베이도스의 코로나19 범유행,모리셔스의 코로나19 범유행,코로나19와 임신,도미니카 연방의 코로나19 범유행,벨리즈의 코로나19 범유행,상투메 프린시페의 코로나19 범유행,예멘의 코로나19 범유행,압하지야의 코로나19 범유행,코로나바이러스감염증-19
2020-01-01,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-05,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-07,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-08,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,0.0,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-10,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
