link_from_QID	link_from_title	link_to_title
Q107249	Tony Shalhoub	Green Bay (Wisconsin)
Q107249	Tony Shalhoub	Wisconsin
Q107249	Tony Shalhoub	estadunidenses
Q107249	Tony Shalhoub	Brooke Adams
Q107249	Tony Shalhoub	Emmy do Primetime para Melhor Actor numa Série de Comédia
Q107249	Tony Shalhoub	Monk
Q107249	Tony Shalhoub	Monk
Q107249	Tony Shalhoub	Monk
Q107249	Tony Shalhoub	Emmy do Primetime de melhor ator secundário numa série de comédia
Q107249	Tony Shalhoub	The Marvelous Mrs. Maisel
Q107249	Tony Shalhoub	Monk
Q107249	Tony Shalhoub	Prémio Screen Actors Guild de melhor ator em série de comédia
Q107249	Tony Shalhoub	Monk
Q107249	Tony Shalhoub	Monk
Q107249	Tony Shalhoub	The Marvelous Mrs. Maisel
Q107249	Tony Shalhoub	The Marvelous Mrs. Maisel
Q107249	Tony Shalhoub	Prémio Screen Actors Guild para melhor elenco em série de comédia
Q107249	Tony Shalhoub	The Marvelous Mrs. Maisel
Q107249	Tony Shalhoub	The Marvelous Mrs. Maisel
Q107249	Tony Shalhoub	Tony Award de Melhor Ator em Musical
Q107249	Tony Shalhoub	Green Bay (Wisconsin)
Q107249	Tony Shalhoub	Wisconsin
Q107249	Tony Shalhoub	9 de outubro
Q107249	Tony Shalhoub	1953
Q107249	Tony Shalhoub	ator
Q107249	Tony Shalhoub	estadunidenses
Q107249	Tony Shalhoub	Líbano
Q107249	Tony Shalhoub	Monk
Q107249	Tony Shalhoub	American Repertory Theatre
Q107249	Tony Shalhoub	Prêmio Tony
Q107249	Tony Shalhoub	cinema
Q107249	Tony Shalhoub	televisão
Q107249	Tony Shalhoub	teatro
Q107249	Tony Shalhoub	Wings (série)
Q107249	Tony Shalhoub	American Broadcasting Company
Q107249	Tony Shalhoub	Michael Richards
Q107249	Tony Shalhoub	Seinfeld
Q107249	Tony Shalhoub	USA Network
Q107249	Tony Shalhoub	Transtorno Obsessivo-Compulsivo
Q107249	Tony Shalhoub	John Ritter
Q107249	Tony Shalhoub	Henry Winkler
Q107249	Tony Shalhoub	Dave Foley
Q107249	Tony Shalhoub	Alfred Molina
Q107249	Tony Shalhoub	Stanley Tucci
Q107249	Tony Shalhoub	Golden Globe Awards
Q107249	Tony Shalhoub	Larry David
Q107249	Tony Shalhoub	Eric McCormack
Q107249	Tony Shalhoub	Bernie Mac
Q107249	Tony Shalhoub	Matt LeBlanc
Q107249	Tony Shalhoub	Screen Actors Guild
Q107249	Tony Shalhoub	Emmy
Q107249	Tony Shalhoub	Longtime Companion
Q107249	Tony Shalhoub	Barton Fink
Q107249	Tony Shalhoub	Ethan Coen
Q107249	Tony Shalhoub	Joel Coen
Q107249	Tony Shalhoub	O Homem que Não Estava Lá
Q107249	Tony Shalhoub	Big Night
Q107249	Tony Shalhoub	Primary Colors
Q107249	Tony Shalhoub	Men in Black
Q107249	Tony Shalhoub	Spy Kids
Q107249	Tony Shalhoub	Stanley Tucci
Q107249	Tony Shalhoub	Paulie
Q107249	Tony Shalhoub	13 Fantasmas
Q107249	Tony Shalhoub	Carros (filme)
Q107249	Tony Shalhoub	Howard Dean
Q107249	Tony Shalhoub	George W. Bush
Q107249	Tony Shalhoub	Brooke Adams
Q107249	Tony Shalhoub	Jane Kaczmarek
Q107249	Tony Shalhoub	 the blacklist
Q107249	Tony Shalhoub	Pain & Gain
Q107249	Tony Shalhoub	Hemingway & Gellhorn
Q107249	Tony Shalhoub	Carros 2
Q107249	Tony Shalhoub	How Do You Know
Q107249	Tony Shalhoub	1408 (filme)
Q107249	Tony Shalhoub	Cars (filme)
Q107249	Tony Shalhoub	The Great New Wonderful
Q107249	Tony Shalhoub	The Last Shot
Q107249	Tony Shalhoub	Against the Ropes
Q107249	Tony Shalhoub	Men in Black II
Q107249	Tony Shalhoub	Life or Something Like It
Q107249	Tony Shalhoub	Made-Up
Q107249	Tony Shalhoub	Impostor
Q107249	Tony Shalhoub	Thir13en Ghosts
Q107249	Tony Shalhoub	The Man Who Wasn't There
Q107249	Tony Shalhoub	Spy Kids
Q107249	Tony Shalhoub	Galaxy Quest
Q107249	Tony Shalhoub	The Tic Code
Q107249	Tony Shalhoub	A Civil Action
Q107249	Tony Shalhoub	The Siege
Q107249	Tony Shalhoub	The Impostors
Q107249	Tony Shalhoub	Paulie
Q107249	Tony Shalhoub	Primary Colors
Q107249	Tony Shalhoub	A Life Less Ordinary
Q107249	Tony Shalhoub	Gattaca
Q107249	Tony Shalhoub	Men in Black
Q107249	Tony Shalhoub	Big Night
Q107249	Tony Shalhoub	I.Q.
Q107249	Tony Shalhoub	Addams Family Values
Q107249	Tony Shalhoub	Searching for Bobby Fischer
Q107249	Tony Shalhoub	Honeymoon in Vegas
Q107249	Tony Shalhoub	Barton Fink
Q107249	Tony Shalhoub	Quick Change
Q107249	Tony Shalhoub	Longtime Companion
Q107249	Tony Shalhoub	Monk
Q107249	Tony Shalhoub	MADtv
Q107249	Tony Shalhoub	Ally McBeal
Q107249	Tony Shalhoub	Wings (série)
Q107249	Tony Shalhoub	Frasier
Q107249	Tony Shalhoub	Arquivo X
Q107249	Tony Shalhoub	Independent Spirit Award
Q107249	Tony Shalhoub	Golden Globe Award para Melhor Ator (série cómica ou musical) em televisão
Q107249	Tony Shalhoub	Monk
Q107249	Tony Shalhoub	Monk
Q107249	Tony Shalhoub	Monk
Q107249	Tony Shalhoub	Prémio Emmy
Q107249	Tony Shalhoub	Monk
Q107249	Tony Shalhoub	Monk
Q107249	Tony Shalhoub	Golden Globe Award para Melhor Ator (série cómica ou musical) em televisão
Q107249	Tony Shalhoub	Monk
Q211691	Suk Hyun-jun	Chungju
Q211691	Suk Hyun-jun	Coreia do Sul 
Q211691	Suk Hyun-jun	Destro
Q211691	Suk Hyun-jun	Trabzonspor Kulübü
Q211691	Suk Hyun-jun	Atacante (futebol)
Q211691	Suk Hyun-jun	Amsterdamsche Football Club Ajax
Q211691	Suk Hyun-jun	FC Groningen
Q211691	Suk Hyun-jun	Club Sport Marítimo
Q211691	Suk Hyun-jun	Al-Ahli (Arábia Saudita)
Q211691	Suk Hyun-jun	C.D. Nacional
Q211691	Suk Hyun-jun	Vitória de Setúbal
Q211691	Suk Hyun-jun	 Porto
Q211691	Suk Hyun-jun	Trabzonspor Kulübü
Q211691	Suk Hyun-jun	Coreia do Sul
Q211691	Suk Hyun-jun	29 de Junho
Q211691	Suk Hyun-jun	1991
Q211691	Suk Hyun-jun	futebol
Q211691	Suk Hyun-jun	Coreia do Sul
Q211691	Suk Hyun-jun	Stade de Reims
Q211691	Suk Hyun-jun	Club Sport Marítimo
Q211691	Suk Hyun-jun	Al-Ahli (Arábia Saudita)
Q211691	Suk Hyun-jun	Club Sport Marítimo
Q211691	Suk Hyun-jun	Seleção Sul-Coreana de Futebol
Q4717362	Alex Len	BC Dnipro
Q4717362	Alex Len	Phoenix Suns
Q4717362	Alex Len	Atlanta Hawks
Q4717362	Alex Len	Sacramento Kings
Q4717362	Alex Len	Universidade de Maryland
Q4717362	Alex Len	Pivô (basquete)
Q4717362	Alex Len	Sacramento Kings
Q4717362	Alex Len	Antratsyt
Q4717362	Alex Len	Ucrânia
Q4717362	Alex Len	Antratsyt
Q4717362	Alex Len	16 de junho
Q4717362	Alex Len	1993
Q4717362	Alex Len	basquetebol
Q4717362	Alex Len	Sacramento Kings
Q4717362	Alex Len	NBA
Q4717362	Alex Len	Universidade de Maryland
Q4717362	Alex Len	Phoenix Suns
Q4717362	Alex Len	Draft da NBA de 2013
Q4717362	Alex Len	Antratsyt
Q4717362	Alex Len	Ucrânia
Q4717362	Alex Len	ginástica
Q4717362	Alex Len	Jackie Chan
Q4717362	Alex Len	Oleksiy Stepanenko
Q4717362	Alex Len	Ihor Korobchynskyy
Q4717362	Alex Len	Dnipropetrovsk
Q4717362	Alex Len	Seleção Ucraniana de Basquetebol
Q4717362	Alex Len	Futbolniy Klub Dnipro
Q4717362	Alex Len	SuperLiga Ucraniana de Basquete
Q4717362	Alex Len	Universidade de Maryland
Q4717362	Alex Len	Scott Spinelli
Q4717362	Alex Len	Gary Williams
Q4717362	Alex Len	Mark Turgeon
Q4717362	Alex Len	National Collegiate Athletic Association
Q4717362	Alex Len	Universidade de Kentucky
Q4717362	Alex Len	ESPN
Q4717362	Alex Len	Nerlens Noel
Q4717362	Alex Len	Duke Blue Devils (basquetebol masculino)
Q4717362	Alex Len	Draft da NBA de 2013
Q4717362	Alex Len	Phoenix Suns
Q4717362	Alex Len	Draft da NBA de 2013
Q4717362	Alex Len	Anthony Bennett
Q4717362	Alex Len	Canadá
Q4717362	Alex Len	Vitaly Potapenko
Q4717362	Alex Len	Armen Gilliam
Q4717362	Alex Len	NBA Summer League
Q4717362	Alex Len	Kevin Garnett
Q4717362	Alex Len	Tim Duncan
Q4717362	Alex Len	Utah Jazz
Q4717362	Alex Len	Sacramento Kings
Q4717362	Alex Len	Chicago Bulls
Q4717362	Alex Len	Milwaukee Bucks
Q4717362	Alex Len	Golden State Warriors
Q4717362	Alex Len	Flamengo Basquetebol
Q4717362	Alex Len	Los Angeles Clippers
Q4717362	Alex Len	San Antonio Spurs
Q4717362	Alex Len	Boston Celtics
Q4717362	Alex Len	Milwaukee Bucks
Q4717362	Alex Len	Minnesota Timberwolves
Q4717362	Alex Len	Portland Trail Blazers
Q4717362	Alex Len	Las Vegas
Q4717362	Alex Len	Tyson Chandler
Q4717362	Alex Len	Tim Duncan
Q4717362	Alex Len	Orlando Magic
Q4717362	Alex Len	Houston Rockets
Q4717362	Alex Len	San Antonio Spurs
Q4717362	Alex Len	Orlando Magic
Q4717362	Alex Len	Amar'e Stoudemire
Q4717362	Alex Len	Memphis Grizzlies
Q4717362	Alex Len	Shawn Marion
Q4717362	Alex Len	Temporada da NBA de 2005–06
Q4717362	Alex Len	Houston Rockets
Q4717362	Alex Len	Temporada da NBA de 2015–16
Q4717362	Alex Len	Portland Trail Blazers
Q4717362	Alex Len	Detroit Pistons
Q4717362	Alex Len	Los Angeles Lakers
Q4717362	Alex Len	Memphis Grizzlies
Q4717362	Alex Len	Temporada da NBA de 2016–17
Q4717362	Alex Len	Los Angeles Lakers
Q4717362	Alex Len	Chicago Bulls
Q4717362	Alex Len	Minnesota Timberwolves
Q4717362	Alex Len	Atlanta Hawks
Q4717362	Alex Len	Detroit Pistons
Q4717362	Alex Len	Chicago Bulls
Q4717362	Alex Len	Milwaukee Bucks
Q4717362	Alex Len	Jabari Parker
Q4717362	Alex Len	Sacramento Kings
Q4717362	Alex Len	Dewayne Dedmon
Q4717362	Alex Len	Virginia tech
Q4717362	Alex Len	Seleção Ucraniana de Basquetebol
Q4717362	Alex Len	Copa do Mundo de Basquetebol Masculino de 2019
Q4717362	Alex Len	Phoenix (Arizona)
Q4717362	Alex Len	República Dominicana
Q4717362	Alex Len	coronavírus
Q321770	Aaron Tveit	Cantor
Q321770	Aaron Tveit	Ator
Q321770	Aaron Tveit	Middletown (Nova Iorque)
Q321770	Aaron Tveit	Middletown
Q321770	Aaron Tveit	21 de outubro
Q321770	Aaron Tveit	1983
Q321770	Aaron Tveit	cantor
Q321770	Aaron Tveit	estadunidense
Q321770	Aaron Tveit	ator de teatro
Q321770	Aaron Tveit	Enjolras
Q321770	Aaron Tveit	Os Miseráveis
Q321770	Aaron Tveit	Hugh Jackman
Q321770	Aaron Tveit	Russell Crowe
Q321770	Aaron Tveit	Anne Hathaway
Q321770	Aaron Tveit	FBI
Q321770	Aaron Tveit	Mike Warren
Q321770	Aaron Tveit	Série Graceland
Q321770	Aaron Tveit	Daniel Sunjata
Q321770	Aaron Tveit	Grease
Q321770	Aaron Tveit	High School Middletown
Q321770	Aaron Tveit	Ithaca College
Q321770	Aaron Tveit	Estados Unidos
Q321770	Aaron Tveit	Rent
Q321770	Aaron Tveit	Jonathan Larson
Q321770	Aaron Tveit	D'Artagnan
Q321770	Aaron Tveit	Os Três Mosqueteiros
Q321770	Aaron Tveit	Broadway
Q321770	Aaron Tveit	Broadway
Q321770	Aaron Tveit	Gabe Goodman
Q321770	Aaron Tveit	Next To Normal
Q321770	Aaron Tveit	Prêmio Pulitzer
Q321770	Aaron Tveit	Fieyro
Q321770	Aaron Tveit	Wicked
Q321770	Aaron Tveit	Frank Abagnale Jr
Q321770	Aaron Tveit	Catch Me If You Can (2002)
Q321770	Aaron Tveit	Prenda-me se for capaz
Q321770	Aaron Tveit	Steven Spielberg
Q321770	Aaron Tveit	Tripp van der Bilt
Q321770	Aaron Tveit	Gossip Girl
Q321770	Aaron Tveit	SBT
Q321770	Aaron Tveit	Betty a Feia
Q321770	Aaron Tveit	Lei e Ordem
Q321770	Aaron Tveit	James Franco
Q321770	Aaron Tveit	Howl
Q321770	Aaron Tveit	Allen Ginsberg
Q321770	Aaron Tveit	Rent
Q321770	Aaron Tveit	Hollywood Bowl
Q321770	Aaron Tveit	Vanessa Hudgens
Q321770	Aaron Tveit	Enjolras
Q321770	Aaron Tveit	Os Miseráveis
Q321770	Aaron Tveit	85th Academy Awards
Q321770	Aaron Tveit	Graceland (telessérie)
Q321770	Aaron Tveit	54 Below
Q321770	Aaron Tveit	When I Was Your Man
Q321770	Aaron Tveit	Bruno Mars
Q321770	Aaron Tveit	We Are Never Ever Getting Back Together
Q321770	Aaron Tveit	Taylor Swift
Q321770	Aaron Tveit	Billboard
Q3374	Anne-Sophie Mutter	Rheinfelden
Q3374	Anne-Sophie Mutter	29 de junho
Q3374	Anne-Sophie Mutter	1963
Q3374	Anne-Sophie Mutter	Violino
Q3374	Anne-Sophie Mutter	Alemanha
Q3374	Anne-Sophie Mutter	Rheinfelden (Baden)
Q3374	Anne-Sophie Mutter	Baden-Württemberg
Q3374	Anne-Sophie Mutter	violino
Q3374	Anne-Sophie Mutter	maestro
Q3374	Anne-Sophie Mutter	Herbert von Karajan
Q3374	Anne-Sophie Mutter	Filarmônica de Berlim
Q3374	Anne-Sophie Mutter	orquestra
Q3374	Anne-Sophie Mutter	1977
Q3374	Anne-Sophie Mutter	Festival de Salzburgo
Q3374	Anne-Sophie Mutter	English Chamber Orchestra
Q3374	Anne-Sophie Mutter	Daniel Barenboim
Q3374	Anne-Sophie Mutter	Mozart
Q3374	Anne-Sophie Mutter	1980
Q3374	Anne-Sophie Mutter	Estados Unidos
Q3374	Anne-Sophie Mutter	Filarmônica de Nova Iorque
Q3374	Anne-Sophie Mutter	Zubin Mehta
Q3374	Anne-Sophie Mutter	Royal Academy of Music
Q3374	Anne-Sophie Mutter	Londres
Q3374	Anne-Sophie Mutter	1988
Q3374	Anne-Sophie Mutter	Canadá
Q3374	Anne-Sophie Mutter	Carnegie Hall
Q3374	Anne-Sophie Mutter	1998
Q3374	Anne-Sophie Mutter	sonata
Q3374	Anne-Sophie Mutter	Beethoven
Q3374	Anne-Sophie Mutter	Lambert Orkis
Q3374	Anne-Sophie Mutter	televisão
Q3374	Anne-Sophie Mutter	Período Clássico (música)
Q3374	Anne-Sophie Mutter	Era romântica
Q3374	Anne-Sophie Mutter	música moderna
Q3374	Anne-Sophie Mutter	Witold Lutosławski
Q3374	Anne-Sophie Mutter	Krzysztof Penderecki
Q3374	Anne-Sophie Mutter	Wolfgang Rihm
Q3374	Anne-Sophie Mutter	Grammy
Q3374	Anne-Sophie Mutter	Stradivarius
Q3374	Anne-Sophie Mutter	1703
Q3374	Anne-Sophie Mutter	1710
Q3374	Anne-Sophie Mutter	1989
Q3374	Anne-Sophie Mutter	1995
Q3374	Anne-Sophie Mutter	André Previn
Q1295235	Edén Pastora	22 de janeiro
Q1295235	Edén Pastora	1937
Q1295235	Edén Pastora	Manágua
Q1295235	Edén Pastora	16 de junho
Q1295235	Edén Pastora	2020
Q1295235	Edén Pastora	Alternativa para a Mudança
Q1295235	Edén Pastora	Anastasio Somoza Debayle
Q1295235	Edén Pastora	Nicarágua
Q1295235	Edén Pastora	Frente Sandinista de Libertação Nacional
Q1295235	Edén Pastora	Manágua
Q1295235	Edén Pastora	Encyclopædia Britannica
Q1295235	Edén Pastora	Revolução Sandinista
Q1295235	Edén Pastora	Aliança Revolucionária Democrática
Q1295235	Edén Pastora	Daniel Ortega
Q1295235	Edén Pastora	Costa Rica
Q1295235	Edén Pastora	parada respiratória
Q92743	Vint Cerf	New Haven
Q92743	Vint Cerf	Povo dos Estados Unidos
Q92743	Vint Cerf	Ciência da computação
Q92743	Vint Cerf	IBM
Q92743	Vint Cerf	Universidade da Califórnia em Los Angeles
Q92743	Vint Cerf	Universidade Stanford
Q92743	Vint Cerf	Defense Advanced Research Projects Agency
Q92743	Vint Cerf	Google
Q92743	Vint Cerf	TCP/IP
Q92743	Vint Cerf	Internet Society
Q92743	Vint Cerf	EFF Pioneer Award
Q92743	Vint Cerf	Prêmio SIGCOMM
Q92743	Vint Cerf	Medalha Alexander Graham Bell IEEE
Q92743	Vint Cerf	Medalha Nacional de Tecnologia e Inovação
Q92743	Vint Cerf	Prêmio Marconi
Q92743	Vint Cerf	Prêmio Charles Stark Draper
Q92743	Vint Cerf	Prémios Princesa das Astúrias
Q92743	Vint Cerf	Prêmio Turing
Q92743	Vint Cerf	Medalha Presidencial da Liberdade
Q92743	Vint Cerf	National Inventors Hall of Fame
Q92743	Vint Cerf	Prêmio Japão
Q92743	Vint Cerf	Prêmio Harold Pender
Q92743	Vint Cerf	Internet Hall of Fame
Q92743	Vint Cerf	Prêmio de Engenharia Rainha Elizabeth
Q92743	Vint Cerf	Medalha IRI
Q92743	Vint Cerf	Medalha Benjamin Franklin
Q92743	Vint Cerf	New Haven
Q92743	Vint Cerf	matemático
Q92743	Vint Cerf	Informática
Q92743	Vint Cerf	Povo dos Estados Unidos
Q92743	Vint Cerf	Internet
Q92743	Vint Cerf	Google
Q92743	Vint Cerf	Eric Schmidt
Q92743	Vint Cerf	Robert Kahn
Q92743	Vint Cerf	Internet
Q92743	Vint Cerf	TCP/IP
Q92743	Vint Cerf	Institute of Electrical and Electronics Engineers
Q92743	Vint Cerf	ISOC
Q92743	Vint Cerf	1992
Q92743	Vint Cerf	1995
Q92743	Vint Cerf	ICANN
Q92743	Vint Cerf	Google
Q92743	Vint Cerf	Prêmio Turing
Q92743	Vint Cerf	Robert Kahn
Q92743	Vint Cerf	Alan Kay
Q92743	Vint Cerf	Peter Naur
Q59308525	Bento Albuquerque	março
Q59308525	Bento Albuquerque	2019
Q59308525	Bento Albuquerque	Lista de ministros de Minas e Energia do Brasil
Q59308525	Bento Albuquerque	Brasil
Q59308525	Bento Albuquerque	1 de janeiro
Q59308525	Bento Albuquerque	2019
Q59308525	Bento Albuquerque	Jair Bolsonaro
Q59308525	Bento Albuquerque	Moreira Franco
Q59308525	Bento Albuquerque	Rio de Janeiro
Q59308525	Bento Albuquerque	Rio de Janeiro (estado)
Q59308525	Bento Albuquerque	Brasil
Q59308525	Bento Albuquerque	brasileiro
Q59308525	Bento Albuquerque	Escola Naval (Brasil)
Q59308525	Bento Albuquerque	Diretor
Q59308525	Bento Albuquerque	Desenvolvimento
Q59308525	Bento Albuquerque	Nuclear
Q59308525	Bento Albuquerque	Tecnológico
Q59308525	Bento Albuquerque	Marinha do Brasil
Q59308525	Bento Albuquerque	Brasil
Q59308525	Bento Albuquerque	Marinha do Brasil
Q59308525	Bento Albuquerque	Almirante de esquadra
Q59308525	Bento Albuquerque	Rio de Janeiro
Q59308525	Bento Albuquerque	3 de agosto
Q59308525	Bento Albuquerque	1958
Q59308525	Bento Albuquerque	almirante de esquadra
Q59308525	Bento Albuquerque	brasil
Q59308525	Bento Albuquerque	Ministro de Minas e Energia
Q59308525	Bento Albuquerque	Brasil
Q59308525	Bento Albuquerque	cargo
Q59308525	Bento Albuquerque	carreira
Q59308525	Bento Albuquerque	militar
Q59308525	Bento Albuquerque	Secretaria
Q59308525	Bento Albuquerque	Ciência
Q59308525	Bento Albuquerque	Tecnologia
Q59308525	Bento Albuquerque	Inovação
Q59308525	Bento Albuquerque	Marinha do Brasil
Q59308525	Bento Albuquerque	Diretoria
Q59308525	Bento Albuquerque	Desenvolvimento
Q59308525	Bento Albuquerque	Nuclear
Q59308525	Bento Albuquerque	Tecnológico
Q59308525	Bento Albuquerque	Marinha do Brasil
Q59308525	Bento Albuquerque	Marinha do Brasil
Q59308525	Bento Albuquerque	1973
Q59308525	Bento Albuquerque	cargo
Q59308525	Bento Albuquerque	instituição
Q59308525	Bento Albuquerque	militar
Q59308525	Bento Albuquerque	Forças de Paz
Q59308525	Bento Albuquerque	ONU
Q59308525	Bento Albuquerque	Sarajevo
Q59308525	Bento Albuquerque	Bósnia e Herzegovina
Q59308525	Bento Albuquerque	Dubrovnik
Q59308525	Bento Albuquerque	Iugoslávia
Q59308525	Bento Albuquerque	comandante
Q59308525	Bento Albuquerque	Submarino
Q59308525	Bento Albuquerque	Comandante
Q59308525	Bento Albuquerque	Chefe
Q59308525	Bento Albuquerque	Secretário
Q59308525	Bento Albuquerque	Ciência
Q59308525	Bento Albuquerque	Tecnologia
Q59308525	Bento Albuquerque	Inovação
Q59308525	Bento Albuquerque	Marinha do Brasil
Q59308525	Bento Albuquerque	Divisão
Q59308525	Bento Albuquerque	Tecnologia
Q59308525	Bento Albuquerque	Arma
Q59308525	Bento Albuquerque	2006
Q59308525	Bento Albuquerque	Secretaria
Q59308525	Bento Albuquerque	Ciência
Q59308525	Bento Albuquerque	Tecnologia
Q59308525	Bento Albuquerque	Inovação
Q59308525	Bento Albuquerque	Marinha
Q59308525	Bento Albuquerque	2007
Q59308525	Bento Albuquerque	2008
Q59308525	Bento Albuquerque	assessor
Q59308525	Bento Albuquerque	chefe
Q59308525	Bento Albuquerque	parlamentar
Q59308525	Bento Albuquerque	Gabinete
Q59308525	Bento Albuquerque	Comandante
Q59308525	Bento Albuquerque	Marinha
Q59308525	Bento Albuquerque	acordo
Q59308525	Bento Albuquerque	parceria
Q59308525	Bento Albuquerque	estratégica
Q59308525	Bento Albuquerque	Programa
Q59308525	Bento Albuquerque	Desenvolvimento
Q59308525	Bento Albuquerque	Submarino
Q59308525	Bento Albuquerque	França
Q59308525	Bento Albuquerque	Brasil
Q59308525	Bento Albuquerque	comandante
Q59308525	Bento Albuquerque	Força
Q59308525	Bento Albuquerque	Submarino
Q59308525	Bento Albuquerque	Marinha
Q59308525	Bento Albuquerque	2016
Q59308525	Bento Albuquerque	Secretaria
Q59308525	Bento Albuquerque	Ciência
Q59308525	Bento Albuquerque	Tecnologia
Q59308525	Bento Albuquerque	Inovação
Q59308525	Bento Albuquerque	Marinha
Q59308525	Bento Albuquerque	Desenvolvimento
Q59308525	Bento Albuquerque	Nuclear
Q59308525	Bento Albuquerque	Tecnológico
Q59308525	Bento Albuquerque	Marinha
Q59308525	Bento Albuquerque	ministro de Minas e Energia
Q59308525	Bento Albuquerque	ministro
Q59308525	Bento Albuquerque	Jair Bolsonaro
Q59308525	Bento Albuquerque	COVID-19
Q59308525	Bento Albuquerque	Colégio Naval
Q59308525	Bento Albuquerque	Escola Naval (Brasil)
Q59308525	Bento Albuquerque	Pós-Graduação
Q59308525	Bento Albuquerque	Ciências Políticas
Q59308525	Bento Albuquerque	Universidade de Brasília
Q59308525	Bento Albuquerque	MBA
Q59308525	Bento Albuquerque	Gestão
Q59308525	Bento Albuquerque	Internacional
Q59308525	Bento Albuquerque	Universidade Federal do Rio de Janeiro
Q59308525	Bento Albuquerque	MBA
Q59308525	Bento Albuquerque	Gestão Pública
Q59308525	Bento Albuquerque	Fundação Getúlio Vargas
Q59308525	Bento Albuquerque	Submarino
Q59308525	Bento Albuquerque	Oficiais
Q59308525	Bento Albuquerque	Curso
Q59308525	Bento Albuquerque	Comando
Q59308525	Bento Albuquerque	Estado-Maior
Q59308525	Bento Albuquerque	Curso
Q59308525	Bento Albuquerque	Superior
Q59308525	Bento Albuquerque	Guerra Naval
Q59308525	Bento Albuquerque	Curso
Q59308525	Bento Albuquerque	Estudo
Q59308525	Bento Albuquerque	Política
Q59308525	Bento Albuquerque	Estratégia
Q59308525	Bento Albuquerque	Escola Superior de Guerra
Q59308525	Bento Albuquerque	Lista de ministros de Minas e Energia do Brasil
Q59308525	Bento Albuquerque	Moreira Franco
Q700558	Peter Madsen	Roskilde
Q700558	Peter Madsen	Dinamarca
Q700558	Peter Madsen	VfL Wolfsburg
Q700558	Peter Madsen	VfL Bochum
Q700558	Peter Madsen	1.FC Köln
Q700558	Peter Madsen	Southampton FC
Q700558	Peter Madsen	1.FC Köln
Q700558	Peter Madsen	Roskilde
Q700558	Peter Madsen	26 de abril
Q700558	Peter Madsen	1978
Q700558	Peter Madsen	futebolista
Q700558	Peter Madsen	Dinamarca
Q700558	Peter Madsen	Brøndby IF
Q700558	Peter Madsen	Seleção Dinamarquesa de Futebol
Q700558	Peter Madsen	Eurocopa de 2004
Q11703587	Santiago Abascal	Vox (partido político)
Q11703587	Santiago Abascal	20 de Setembro
Q11703587	Santiago Abascal	2014
Q11703587	Santiago Abascal	Parlamento do País Basco
Q11703587	Santiago Abascal	16 de Janeiro
Q11703587	Santiago Abascal	2004
Q11703587	Santiago Abascal	22 de Fevereiro
Q11703587	Santiago Abascal	2005
Q11703587	Santiago Abascal	4 de Outubro
Q11703587	Santiago Abascal	2005
Q11703587	Santiago Abascal	6 de Janeiro
Q11703587	Santiago Abascal	2009
Q11703587	Santiago Abascal	Bilbau
Q11703587	Santiago Abascal	Espanha
Q11703587	Santiago Abascal	Sociólogo
Q11703587	Santiago Abascal	Partido Popular (Espanha)
Q11703587	Santiago Abascal	Vox (partido político)
Q11703587	Santiago Abascal	Bilbau
Q11703587	Santiago Abascal	14 de Abril
Q11703587	Santiago Abascal	1976
Q11703587	Santiago Abascal	Partido Popular (Espanha)
Q11703587	Santiago Abascal	Vox (partido político)
Q11703587	Santiago Abascal	Parlamento do País Basco
Q11703587	Santiago Abascal	Partido Popular (Espanha)
Q11703587	Santiago Abascal	Bilbau
Q11703587	Santiago Abascal	País Basco
Q11703587	Santiago Abascal	Amurrio
Q11703587	Santiago Abascal	Álava
Q11703587	Santiago Abascal	Aliança Popular
Q11703587	Santiago Abascal	Partido Popular (Espanha)
Q11703587	Santiago Abascal	Álava
Q11703587	Santiago Abascal	Amurrio
Q11703587	Santiago Abascal	Álava
Q11703587	Santiago Abascal	franquismo
Q11703587	Santiago Abascal	Euskadi Ta Askatasuna
Q11703587	Santiago Abascal	Universidade de Deusto
Q11703587	Santiago Abascal	COPE
Q11703587	Santiago Abascal	Trece
Q11703587	Santiago Abascal	ABC (jornal)
Q11703587	Santiago Abascal	Trece
Q11703587	Santiago Abascal	Parlamento do País Basco
Q11703587	Santiago Abascal	Álava
Q11703587	Santiago Abascal	Parlamento do País Basco
Q11703587	Santiago Abascal	Partido Popular (Espanha)
Q11703587	Santiago Abascal	Vox (partido político)
Q7666107	Sérgio Sant'Anna	Rio de Janeiro
Q7666107	Sérgio Sant'Anna	30 de outubro
Q7666107	Sérgio Sant'Anna	1941
Q7666107	Sérgio Sant'Anna	10 de maio
Q7666107	Sérgio Sant'Anna	2020
Q7666107	Sérgio Sant'Anna	advogado
Q7666107	Sérgio Sant'Anna	professor universitário
Q7666107	Sérgio Sant'Anna	escritor
Q7666107	Sérgio Sant'Anna	brasileiro
Q7666107	Sérgio Sant'Anna	poesia
Q7666107	Sérgio Sant'Anna	peças de teatro
Q7666107	Sérgio Sant'Anna	novela
Q7666107	Sérgio Sant'Anna	romance
Q7666107	Sérgio Sant'Anna	Conto
Q7666107	Sérgio Sant'Anna	Rio de Janeiro
Q7666107	Sérgio Sant'Anna	Universidade Federal de Minas Gerais
Q7666107	Sérgio Sant'Anna	Paris
Q7666107	Sérgio Sant'Anna	Instituto de Estudos Políticos de Paris
